,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
5526,60,resign,black,Rapid,1893,1830,A40,Horwitz Defense,2
5527,63,resign,white,Rapid,1962,1901,B50,Sicilian Defense,4
5528,40,resign,white,Rapid,1708,1918,B50,Sicilian Defense,4
5529,47,resign,white,Rapid,1907,1906,A45,Indian Game,2
5530,50,draw,draw,Rapid,1979,1905,D02,Queen's Pawn Game: Zukertort Variation,3
5531,40,resign,black,Rapid,1916,1907,A45,Indian Game,2
5532,53,resign,white,Rapid,1904,1938,A40,Modern Defense,2
5533,41,resign,white,Rapid,1964,1913,B20,Sicilian Defense: Bowdler Attack,3
5534,131,mate,white,Rapid,1904,1862,D00,Queen's Pawn Game: Mason Attack,3
5535,104,outoftime,black,Rapid,1847,1895,B54,Sicilian Defense #2,6
5536,48,resign,black,Rapid,1908,1832,D00,Queen's Pawn Game: Mason Attack,3
5537,113,resign,white,Rapid,1900,1794,A40,Englund Gambit Complex: Englund Gambit,6
5538,43,resign,white,Rapid,2018,1908,D00,Blackmar-Diemer Gambit: Teichmann Variation,10
5539,40,resign,black,Rapid,1786,1900,B21,Sicilian Defense: McDonnell Attack,3
5540,54,mate,black,Rapid,1847,1891,B32,Sicilian Defense: Open #3,7
5541,31,resign,white,Rapid,1881,1857,A40,Horwitz Defense,2
5542,40,mate,black,Rapid,1831,1872,D12,Slav Defense: Quiet Variation |  Pin Defense,8
5543,61,resign,white,Rapid,1862,1825,A40,Horwitz Defense,2
5544,34,resign,black,Rapid,1874,1837,D00,Queen's Pawn Game: Mason Attack,3
5545,116,mate,black,Rapid,1319,1739,B57,Sicilian Defense: Modern Variations |  Main Line,8
5546,31,mate,white,Rapid,1739,1319,B10,Caro-Kann Defense,2
5547,4,resign,white,Classical,1589,1739,B50,Sicilian Defense,4
5548,58,mate,black,Rapid,1500,1739,A00,Mieses Opening,1
5549,57,mate,white,Rapid,1739,1500,B00,Owen Defense,2
5550,52,mate,black,Rapid,1500,1739,A00,Anderssen Opening,1
5551,79,resign,black,Rapid,1342,1449,C41,Philidor Defense #3,5
5552,31,resign,white,Rapid,1605,1342,B54,Sicilian Defense,5
5553,83,resign,black,Rapid,1629,1476,D02,Queen's Pawn Game: Krause Variation,4
5554,49,mate,white,Rapid,1629,1047,D30,Queen's Gambit Declined,4
5555,103,mate,white,Rapid,1627,1148,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
5556,105,resign,white,Rapid,1617,1575,D06,Queen's Gambit Refused: Marshall Defense,4
5557,52,resign,black,Rapid,1509,1609,D02,Queen's Pawn Game: London System,5
5558,53,outoftime,white,Classical,2334,1453,B44,Sicilian Defense: Paulsen Variation,8
5559,73,resign,white,Rapid,1500,1453,B20,Sicilian Defense: Bowdler Attack,3
5560,51,resign,black,Rapid,1461,1567,C41,Philidor Defense: Nimzowitsch Variation #2,6
5561,90,resign,black,Rapid,1133,1461,B20,Sicilian Defense: Bowdler Attack,3
5562,78,resign,black,Rapid,1477,1297,A41,Old Indian Defense,3
5563,70,resign,black,Rapid,1303,1471,B21,Sicilian Defense: Smith-Morra Gambit #2,3
5564,33,resign,white,Rapid,1464,1310,B32,Sicilian Defense: Franco-Sicilian Variation,6
5565,27,resign,white,Rapid,1456,1366,C40,King's Knight Opening,3
5566,40,resign,white,Blitz,1385,1470,B20,Sicilian Defense,2
5567,53,resign,black,Classical,1299,1470,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
5568,118,resign,white,Rapid,1453,1482,A06,Zukertort Opening: Reversed Mexican Defense,3
5569,75,resign,white,Rapid,1467,1594,B12,Caro-Kann Defense: Advance Variation,5
5570,83,resign,white,Rapid,1613,1474,B21,Sicilian Defense: McDonnell Attack,3
5571,59,mate,white,Blitz,1474,1500,B00,Nimzowitsch Defense: Mikenas Variation,4
5572,79,resign,white,Classical,1466,1358,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
5573,28,resign,white,Rapid,1047,1466,A00,Mieses Opening,1
5574,66,resign,black,Rapid,1380,1457,B44,Sicilian Defense: Paulsen Variation,8
5575,68,resign,black,Classical,1468,1489,C43,Petrov: Modern Attack,6
5576,43,mate,white,Classical,1462,1320,C61,Ruy Lopez: Bird Variation,6
5577,34,resign,black,Rapid,1161,1462,A46,Indian Game: London System,5
5578,46,resign,black,Rapid,1305,1455,A45,Paleface Attack,3
5579,43,resign,white,Rapid,1343,1470,A45,Indian Game,2
5580,49,resign,white,Rapid,1461,1398,C40,King's Pawn Game: McConnell Defense,4
5581,68,mate,black,Blitz,1502,1368,D04,Queen's Pawn Game: Colle System,5
5582,66,resign,white,Rapid,1517,1512,C02,French Defense: Advance Variation |  Euwe Variation,10
5583,73,resign,white,Rapid,1546,1523,D35,Queen's Gambit Declined: Harrwitz Attack,7
5584,56,resign,black,Rapid,1533,1511,C00,French Defense: La Bourdonnais Variation,3
5585,42,resign,black,Rapid,1522,1523,D02,Queen's Pawn Game: Krause Variation,4
5586,24,resign,black,Rapid,1534,1510,C00,French Defense: La Bourdonnais Variation |  Reuter Gambit,6
5587,36,resign,black,Rapid,1524,1414,D02,Queen's Pawn Game: Zukertort Variation,3
5588,59,outoftime,white,Rapid,1514,1489,D04,Queen's Pawn Game: Colle System,5
5589,73,resign,white,Blitz,1526,1525,C02,French Defense: Advance Variation #2,7
5590,60,resign,black,Rapid,1525,1574,D02,Queen's Pawn Game: Zukertort Variation,3
5591,23,resign,white,Blitz,1533,1525,A40,Horwitz Defense,2
5592,78,resign,black,Blitz,1525,1533,D02,Queen's Pawn Game: Zukertort Variation,3
5593,69,mate,white,Blitz,1596,1525,D32,Tarrasch Defense: Schara Gambit,8
5594,53,mate,white,Blitz,1630,1525,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,8
5595,33,outoftime,white,Rapid,1536,1651,C44,Ponziani Opening,5
5596,33,resign,white,Blitz,1500,1547,B07,Pirc Defense #4,2
5597,110,mate,black,Blitz,1567,1456,C44,Ponziani Opening,5
5598,57,resign,white,Blitz,1553,1485,C41,Philidor Defense #2,4
5599,50,mate,black,Blitz,1500,1553,B10,Caro-Kann Defense,2
5600,77,resign,white,Rapid,1514,1571,B10,Caro-Kann Defense,2
5601,59,resign,white,Blitz,1610,1571,B10,Caro-Kann Defense,2
5602,73,resign,white,Blitz,1418,1571,A40,Queen's Pawn,1
5603,78,outoftime,black,Blitz,1450,1558,B10,Caro-Kann Defense: Breyer Variation,3
5604,81,resign,white,Rapid,1430,1581,B12,Caro-Kann Defense,3
5605,44,resign,black,Bullet,1169,1571,A00,Sodium Attack,1
5606,36,draw,draw,Rapid,1501,1255,C01,French Defense: Exchange Variation,5
5607,48,outoftime,black,Rapid,1261,1697,B01,Scandinavian Defense: Main Line,6
5608,16,resign,black,Rapid,1269,1625,B01,Scandinavian Defense,2
5609,24,resign,black,Rapid,1276,1675,B46,Sicilian Defense: Paulsen Variation,10
5610,90,mate,black,Rapid,1287,1611,B27,Sicilian Defense: Hyperaccelerated Dragon,4
5611,48,resign,black,Blitz,1312,1448,C55,Italian Game: Anti-Fried Liver Defense,6
5612,13,mate,white,Blitz,1173,1336,B06,Modern Defense,2
5613,20,resign,white,Rapid,1391,1202,B20,Sicilian Defense,2
5614,33,resign,black,Rapid,1244,1384,C40,King's Pawn Game: McConnell Defense,4
5615,9,resign,white,Rapid,1443,1291,A00,Van't Kruijs Opening,1
5616,80,mate,black,Rapid,1388,1390,C57,Italian Game: Two Knights Defense |  Lolli Attack,11
5617,84,draw,draw,Rapid,1433,1315,C50,Italian Game,5
5618,111,mate,white,Classical,1803,1500,B20,Sicilian Defense: Bowdler Attack,3
5619,26,resign,black,Rapid,1500,1355,C42,Russian Game: Urusov Gambit,5
5620,38,resign,white,Rapid,1506,1505,A21,English Opening: King's English Variation |  Reversed Sicilian,3
5621,79,resign,white,Rapid,1488,1466,A10,English Opening: Anglo-Scandinavian Defense,2
5622,43,resign,white,Rapid,1488,1282,A22,English Opening: King's English Variation |  Two Knights Variation,4
5623,117,mate,white,Blitz,1434,1505,A06,Reti Opening,2
5624,29,resign,white,Rapid,1491,1377,C55,Italian Game: Anti-Fried Liver Defense,6
5625,74,outoftime,black,Rapid,1491,1500,C41,Philidor Defense #4,6
5626,21,mate,white,Blitz,1483,1305,C51,Italian Game: Evans Gambit,7
5627,121,mate,white,Blitz,1483,1213,B12,Caro-Kann Defense,3
5628,85,mate,white,Blitz,1478,1129,C42,Russian Game: Urusov Gambit,5
5629,14,resign,black,Blitz,1209,1478,A43,Old Benoni Defense,2
5630,62,resign,black,Blitz,1312,1478,A07,King's Indian Attack: Keres Variation #2,4
5631,43,mate,white,Rapid,1618,1652,C50,Four Knights Game: Italian Variation,8
5632,55,resign,white,Rapid,1515,1652,C00,St. George Defense,4
5633,40,resign,black,Rapid,1500,1652,A00,Hungarian Opening,1
5634,47,resign,black,Rapid,1120,1652,D00,Queen's Pawn Game: Veresov Attack |  Alburt Defense,4
5635,26,draw,draw,Rapid,1652,1120,A45,Indian Game,2
5636,86,resign,black,Blitz,1652,1646,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6
5637,26,resign,black,Blitz,1450,1652,A45,Indian Game,2
5638,58,outoftime,black,Blitz,1657,1927,C50,Giuoco Piano,6
5639,14,resign,black,Rapid,1669,1717,C50,Italian Game: Schilling-Kostic Gambit,6
5640,50,resign,black,Rapid,1565,1659,B07,Pirc Defense #4,2
5641,30,resign,black,Rapid,1037,1658,A06,Zukertort Opening: Reversed Mexican Defense,3
5642,90,outoftime,black,Rapid,1671,1709,C55,Italian Game: Two Knights Defense,6
5643,82,outoftime,black,Blitz,1487,1663,B20,Sicilian Defense: Staunton-Cochrane Variation,3
5644,14,resign,black,Blitz,1670,1881,C62,Ruy Lopez: Steinitz Defense,6
5645,87,outoftime,white,Blitz,1884,1670,E40,Nimzo-Indian Defense: Normal Line,7
5646,111,mate,white,Blitz,1828,1670,E20,Nimzo-Indian Defense: Ragozin Variation,8
5647,73,resign,black,Blitz,1670,1543,C62,Ruy Lopez: Steinitz Defense,6
5648,54,resign,black,Blitz,1670,1884,D45,Semi-Slav Defense: Main Line,9
5649,44,resign,black,Blitz,1670,1966,D20,Queen's Gambit Accepted: Old Variation,5
5650,74,resign,black,Blitz,1497,1670,A00,Polish Opening,1
5651,39,resign,black,Rapid,1670,1778,C45,Scotch Game: Potter Variation,9
5652,49,resign,white,Rapid,1659,1543,A22,English Opening: King's English Variation |  Two Knights Variation,4
5653,72,mate,black,Rapid,1673,1717,D30,Queen's Gambit Declined,4
5654,72,outoftime,black,Blitz,1640,1521,A06,Nimzowitsch-Larsen Attack,3
5655,17,mate,white,Blitz,1645,1334,A04,Zukertort Opening: Black Mustang Defense,2
5656,38,mate,black,Blitz,1386,1640,A02,Bird Opening: From's Gambit,2
5657,19,mate,white,Blitz,1634,1500,A04,Zukertort Opening: Arctic Defense,2
5658,124,resign,black,Blitz,1648,1552,A06,Nimzowitsch-Larsen Attack,3
5659,122,mate,black,Blitz,1501,1640,B02,Alekhine Defense: Steiner Variation,7
5660,60,resign,black,Rapid,1723,1642,B00,Owen Defense,2
5661,26,resign,black,Rapid,2163,2012,A80,Dutch Defense,2
5662,25,resign,white,Rapid,2094,2163,C65,Ruy Lopez: Berlin Defense #2,6
5663,85,resign,white,Rapid,2153,2148,A85,Dutch Defense: Queen's Knight Variation,5
5664,54,resign,black,Rapid,2082,2144,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
5665,81,resign,white,Rapid,2136,2039,E61,King's Indian Defense,6
5666,48,resign,black,Rapid,2136,2353,D34,Tarrasch Defense: Classical Variation |  Advance Variation,18
5667,124,outoftime,black,Rapid,2133,2124,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
5668,23,resign,white,Rapid,2401,2128,C11,French Defense: Steinitz Variation |  Boleslavsky Variation,13
5669,61,resign,white,Rapid,1800,2128,E61,King's Indian Defense,6
5670,78,resign,black,Rapid,2144,2001,D30,Queen's Gambit Declined,4
5671,122,outoftime,black,Rapid,2145,2588,E64,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3,12
5672,126,resign,black,Bullet,1437,1370,C41,Philidor Defense #2,4
5673,29,mate,white,Rapid,1500,1437,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
5674,26,resign,black,Blitz,1427,1389,C64,Ruy Lopez: Classical Variation,6
5675,114,draw,draw,Blitz,1383,1428,C26,Vienna Game: Mieses Variation,5
5676,17,mate,white,Blitz,1417,1435,C65,Ruy Lopez: Berlin Defense #2,6
5677,71,resign,black,Rapid,1681,1796,C02,French Defense: Advance Variation #2,7
5678,41,resign,black,Classical,1806,1786,D30,Queen's Gambit Declined,4
5679,38,resign,black,Blitz,1739,1797,D31,Semi-Slav Defense: Accelerated Move Order,6
5680,37,mate,white,Rapid,1782,1884,A40,Horwitz Defense,2
5681,87,resign,white,Rapid,1879,1790,C17,French Defense: Winawer Variation |  Advance Variation #3,8
5682,91,resign,white,Blitz,1775,1801,A22,English Opening: King's English Variation |  Two Knights Variation,4
5683,41,resign,white,Rapid,1884,1809,C00,French Defense: Horwitz Attack,3
5684,69,resign,white,Blitz,1812,1811,A00,Polish Opening: Czech Defense,4
5685,24,resign,black,Rapid,1738,1801,C02,French Defense: Advance Variation |  Euwe Variation,10
5686,99,resign,white,Rapid,1881,1810,C01,French Defense: Exchange Variation,5
5687,24,resign,white,Bullet,1696,1824,D24,Queen's Gambit Accepted: Gunsberg Defense |  Prianishenmo Gambit,13
5688,82,mate,black,Blitz,1832,1873,A40,Modern Defense,2
5689,70,resign,black,Rapid,1841,1908,A40,Modern Defense,2
5690,48,mate,black,Rapid,1658,1835,C00,French Defense: Knight Variation,3
5691,39,resign,white,Rapid,1822,1851,D12,Slav Defense: Quiet Variation |  Schallopp Defense,8
5692,125,resign,white,Blitz,1756,1835,C00,French Defense: Knight Variation,3
5693,58,resign,black,Classical,1848,1773,E61,King's Indian Defense: Semi-Classical Variation |  Benoni Variation,12
5694,86,resign,black,Rapid,1858,1888,D45,Semi-Slav Defense: Normal Variation,10
5695,50,resign,black,Bullet,1948,1842,C00,French Defense: Reti-Spielmann Attack,3
5696,20,resign,white,Rapid,1955,1850,C15,French Defense: Winawer Variation |  Alekhine-Maroczy Gambit,7
5697,44,resign,black,Rapid,1862,1823,D20,Queen's Gambit Accepted: Old Variation,5
5698,40,resign,black,Blitz,1748,1853,D01,Queen's Pawn Game: Chigorin Variation,4
5699,38,mate,black,Bullet,1820,1842,A00,Polish Opening: Schiffler-Sokolsky Variation,7
5700,96,resign,black,Blitz,1850,1923,A40,English Defense #2,2
5701,100,resign,white,Blitz,1782,1864,C00,French Defense #2,2
5702,55,resign,white,Blitz,1858,1674,E61,King's Indian Defense: 3.Nc3,5
5703,32,resign,white,Blitz,1963,1866,C17,French Defense: Winawer Variation |  Advance Variation,9
5704,44,resign,black,Rapid,1868,2220,D30,Semi-Slav Defense: Quiet Variation,10
5705,37,resign,white,Blitz,2048,1875,C00,French Defense #2,2
5706,87,resign,white,Bullet,1859,1946,A40,Polish Defense,2
5707,58,resign,black,Blitz,1888,1846,C00,French Defense: Steinitz Attack,3
5708,40,resign,black,Rapid,1859,1798,D10,Slav Defense,4
5709,118,resign,black,Rapid,1838,1846,D00,Queen's Pawn Game: Mason Attack,3
5710,65,resign,white,Blitz,1828,2012,E51,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,10
5711,92,resign,black,Rapid,1877,1813,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
5712,50,mate,black,Rapid,1823,1868,E14,Queen's Indian Defense: Spassky System,7
5713,63,resign,white,Rapid,1938,1831,D15,Slav Defense: Three Knights Variation,7
5714,79,resign,white,Classical,1831,1764,A54,Old Indian Defense: Ukrainian Variation,6
5715,103,resign,white,Bullet,2048,1831,D31,Semi-Slav Defense: Accelerated Move Order,6
5716,65,mate,white,Bullet,1831,2048,A40,Modern Defense,2
5717,26,resign,white,Bullet,2048,1831,D10,Slav Defense #2,5
5718,135,mate,white,Rapid,1765,1846,A40,Englund Gambit Declined |  Reversed French,3
5719,90,resign,black,Rapid,1784,1834,D00,Queen's Pawn Game: Mason Attack,3
5720,153,mate,white,Rapid,1817,1911,A40,Queen's Pawn,1
5721,61,resign,black,Rapid,1878,1801,C02,French Defense: Advance Variation |  Nimzowitsch System,7
5722,59,mate,white,Blitz,1850,1812,C00,French Defense: Knight Variation,3
5723,42,resign,black,Blitz,2018,1812,A22,English Opening: King's English Variation |  Two Knights Variation,4
5724,76,resign,white,Rapid,1908,1821,C00,French Defense: King's Indian Attack,3
5725,17,resign,black,Classical,1147,1158,D20,Queen's Gambit Accepted,4
5726,25,outoftime,white,Rapid,1845,1189,B06,Modern Defense,2
5727,40,resign,black,Classical,1271,1703,C21,Danish Gambit Accepted |  Copenhagen Defense,10
5728,53,resign,white,Blitz,1439,1341,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
5729,55,mate,white,Classical,1697,1378,C46,Four Knights Game,6
5730,176,mate,black,Classical,1440,1693,C21,Danish Gambit,5
5731,27,mate,white,Rapid,1836,1500,C40,King's Pawn Game: Damiano Defense,4
5732,61,mate,white,Rapid,1478,1295,C41,Philidor Defense #2,4
5733,122,resign,black,Rapid,1303,1284,C41,Philidor Defense,5
5734,46,mate,black,Rapid,1292,1358,D04,Queen's Pawn Game: Colle System,5
5735,56,mate,black,Rapid,1303,1307,A40,Modern Defense,2
5736,73,mate,white,Rapid,1333,1318,C41,Philidor Defense: Exchange Variation,8
5737,144,outoftime,black,Rapid,1327,1388,D00,Queen's Pawn Game #2,3
5738,43,mate,white,Rapid,1500,1332,C41,Philidor Defense #3,5
5739,33,mate,white,Rapid,1391,1342,C41,Philidor Defense #3,5
5740,71,mate,white,Rapid,1494,1348,C30,King's Gambit,3
5741,69,resign,white,Blitz,1338,1322,D00,Queen's Pawn Game #2,3
5742,45,resign,white,Blitz,1337,1458,A80,Dutch Defense,2
5743,95,mate,white,Classical,1374,1347,C41,Philidor Defense #2,4
5744,47,resign,white,Rapid,1336,1337,D00,Queen's Pawn Game #2,3
5745,115,draw,draw,Blitz,1437,1333,C41,Philidor Defense,5
5746,14,resign,black,Rapid,1422,1336,C23,Bishop's Opening,3
5747,21,resign,white,Rapid,1325,1353,D04,Queen's Pawn Game: Colle System,5
5748,64,mate,black,Rapid,1334,1384,D04,Queen's Pawn Game: Colle System,5
5749,46,resign,black,Blitz,1478,1319,C41,Philidor Defense #2,4
5750,35,mate,white,Rapid,1308,1330,C41,Philidor Defense #2,4
5751,6,resign,black,Blitz,1344,1221,D04,Queen's Pawn Game: Colle System,5
5752,90,mate,black,Rapid,1351,1459,D00,Queen's Pawn Game #2,3
5753,44,resign,black,Rapid,1443,1337,C41,Philidor Defense #2,4
5754,67,draw,draw,Blitz,1579,1331,C23,Bishop's Opening,3
5755,17,mate,white,Blitz,1445,1338,C41,Philidor Defense #3,5
5756,79,mate,white,Blitz,1426,1347,D00,Queen's Pawn Game #2,3
5757,50,resign,black,Blitz,1355,1418,D05,Colle System,6
5758,108,resign,black,Blitz,1365,1409,A40,Modern Defense,2
5759,96,mate,black,Blitz,1267,1365,C41,Philidor Defense #2,4
5760,43,outoftime,white,Rapid,1365,1376,C34,King's Gambit Accepted |  Fischer Defense,6
5761,61,mate,white,Rapid,1347,1374,C41,Philidor Defense #3,5
5762,21,resign,black,Blitz,1384,1395,D05,Colle System #2,7
5763,80,resign,white,Rapid,1346,1397,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
5764,104,mate,black,Rapid,1408,1374,A40,Horwitz Defense,2
5765,64,resign,black,Blitz,1372,1398,C41,Philidor Defense #2,4
5766,40,resign,black,Blitz,1382,1388,C41,Philidor Defense,5
5767,94,resign,black,Rapid,1381,1377,C41,Philidor Defense #2,4
5768,43,resign,black,Blitz,1381,1646,D05,Colle System #2,7
5769,82,resign,black,Classical,1384,1658,D00,Queen's Pawn Game #2,3
5770,58,resign,white,Blitz,1688,1388,C41,Philidor Defense #2,4
5771,26,resign,black,Classical,1584,1371,C20,Portuguese Opening,3
5772,104,mate,black,Classical,1500,2048,A00,Mieses Opening,1
5773,11,mate,white,Classical,2048,1500,B07,Pirc Defense #4,2
5774,5,resign,white,Classical,1500,2048,B02,Alekhine Defense: Maroczy Variation,3
5775,26,mate,black,Classical,1500,2048,A45,Indian Game,2
5776,73,draw,draw,Rapid,1647,1647,B01,Scandinavian Defense: Main Line |  Mieses Variation,8
5777,120,mate,black,Rapid,1677,1635,D15,Slav Defense: Alekhine Variation,9
5778,62,resign,black,Rapid,1645,1649,B10,Caro-Kann Defense,2
5779,57,resign,white,Rapid,1788,1652,B21,Sicilian Defense: McDonnell Attack,3
5780,34,resign,black,Rapid,1683,1640,B50,Sicilian Defense,4
5781,70,resign,black,Rapid,1651,1650,C41,Philidor Defense: Nimzowitsch Variation |  Klein Variation,7
5782,39,resign,white,Rapid,1661,1661,A30,English Opening: Symmetrical Variation,2
5783,18,draw,draw,Rapid,1661,1661,B50,Sicilian Defense,4
5784,82,outoftime,black,Rapid,1673,1603,B02,Alekhine Defense,2
5785,22,mate,black,Rapid,1658,1663,D12,Slav Defense: Quiet Variation |  Schallopp Defense,8
5786,90,outoftime,black,Rapid,1673,1729,A38,English Opening: Symmetrical Variation |  Full Symmetry Line,10
5787,51,resign,white,Rapid,1666,1553,A15,English Opening: Anglo-Indian Defense,2
5788,49,resign,white,Rapid,1647,1678,B50,Sicilian Defense,4
5789,61,outoftime,white,Rapid,1799,1684,B50,Sicilian Defense,4
5790,61,outoftime,white,Rapid,1500,1694,B50,Sicilian Defense,4
5791,54,resign,black,Rapid,1703,1735,A20,English Opening: King's English Variation,2
5792,74,resign,black,Rapid,1828,1715,B94,Sicilian Defense: Najdorf Variation,11
5793,56,resign,white,Rapid,1776,1724,B90,Sicilian Defense: Najdorf Variation,10
5794,56,resign,black,Rapid,1734,1747,A10,English Opening: Great Snake Variation,2
5795,41,resign,white,Rapid,1722,1773,A20,English Opening: King's English Variation,2
5796,60,outoftime,black,Rapid,1802,1709,A00,Hungarian Opening: Indian Defense,2
5797,56,resign,black,Rapid,1726,1789,A20,English Opening: King's English Variation,2
5798,79,outoftime,white,Rapid,1778,1722,B22,Sicilian Defense: Alapin Variation,3
