age,job,marital,education,in_default,avg_yearly_balance,housing_loan,personal_loan,contact_method,day,month,duration,campaign_contacts,prev_days,previous,prev_outcome,term_deposit
33,management,married,tertiary,no,307,no,no,unknown,16,5,806,4,-1,0,unknown,no
42,blue-collar,married,primary,yes,398,yes,no,unknown,16,5,251,4,-1,0,unknown,no
39,services,single,secondary,no,-388,yes,no,unknown,16,5,1135,2,-1,0,unknown,no
41,blue-collar,single,primary,no,1649,yes,no,unknown,16,5,312,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,886,no,no,unknown,16,5,302,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,1161,yes,yes,unknown,16,5,292,8,-1,0,unknown,no
37,admin.,married,secondary,no,281,yes,no,unknown,16,5,279,2,-1,0,unknown,no
45,blue-collar,married,primary,no,137,yes,yes,unknown,16,5,187,19,-1,0,unknown,no
49,management,married,primary,no,267,yes,no,unknown,16,5,198,5,-1,0,unknown,no
35,blue-collar,married,primary,no,767,yes,no,unknown,16,5,1408,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1112,yes,no,unknown,16,5,827,2,-1,0,unknown,no
32,technician,single,tertiary,no,192,yes,no,unknown,16,5,303,5,-1,0,unknown,no
45,self-employed,married,secondary,no,1113,yes,no,unknown,16,5,67,2,-1,0,unknown,no
44,technician,single,secondary,no,696,yes,no,unknown,16,5,680,3,-1,0,unknown,no
55,blue-collar,married,primary,no,-268,yes,no,unknown,16,5,160,6,-1,0,unknown,no
37,blue-collar,single,secondary,no,197,yes,no,unknown,16,5,251,3,-1,0,unknown,no
28,services,single,secondary,no,317,yes,no,unknown,16,5,21,3,-1,0,unknown,no
43,admin.,single,tertiary,no,329,yes,no,unknown,16,5,218,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,510,yes,no,unknown,16,5,81,6,-1,0,unknown,no
30,management,single,tertiary,no,5,no,no,unknown,16,5,476,3,-1,0,unknown,no
54,management,single,tertiary,no,4393,yes,no,unknown,16,5,1297,3,-1,0,unknown,yes
34,management,divorced,tertiary,no,488,yes,no,unknown,16,5,4,2,-1,0,unknown,no
30,services,single,secondary,no,442,yes,no,unknown,16,5,283,3,-1,0,unknown,no
46,unknown,married,unknown,no,300,yes,no,unknown,16,5,323,3,-1,0,unknown,no
52,blue-collar,married,primary,no,1007,yes,no,unknown,16,5,248,2,-1,0,unknown,no
44,blue-collar,married,primary,no,195,yes,no,unknown,16,5,541,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,513,yes,no,unknown,16,5,427,3,-1,0,unknown,no
44,technician,divorced,secondary,no,399,yes,no,unknown,16,5,148,9,-1,0,unknown,no
44,blue-collar,married,primary,no,12,yes,no,unknown,16,5,408,10,-1,0,unknown,no
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,5,236,2,-1,0,unknown,no
56,blue-collar,married,primary,no,8318,yes,no,unknown,16,5,428,2,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,5,32,3,-1,0,unknown,no
51,technician,married,tertiary,no,0,yes,no,unknown,16,5,330,19,-1,0,unknown,no
53,blue-collar,married,secondary,no,2,yes,no,unknown,16,5,851,2,-1,0,unknown,no
41,blue-collar,single,primary,no,0,yes,no,unknown,16,5,522,5,-1,0,unknown,no
26,blue-collar,single,primary,no,-579,yes,no,unknown,16,5,320,3,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,2884,yes,no,unknown,16,5,165,4,-1,0,unknown,no
30,technician,single,secondary,no,863,yes,no,unknown,16,5,1193,5,-1,0,unknown,yes
27,admin.,single,unknown,no,56,yes,no,unknown,16,5,730,2,-1,0,unknown,no
32,services,single,secondary,no,358,yes,no,unknown,16,5,1144,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,16,5,167,2,-1,0,unknown,no
55,technician,married,secondary,no,2055,yes,no,unknown,16,5,1023,4,-1,0,unknown,no
35,services,single,secondary,no,568,yes,no,unknown,16,5,469,2,-1,0,unknown,no
32,management,single,secondary,no,0,yes,yes,unknown,16,5,385,7,-1,0,unknown,no
57,blue-collar,married,unknown,no,97,yes,no,unknown,16,5,260,6,-1,0,unknown,no
32,blue-collar,married,primary,no,217,yes,no,unknown,16,5,169,3,-1,0,unknown,no
55,unknown,married,tertiary,no,0,no,no,unknown,16,5,409,3,-1,0,unknown,no
43,services,married,secondary,no,3608,yes,no,unknown,16,5,165,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,388,yes,yes,unknown,16,5,437,2,-1,0,unknown,no
27,management,single,tertiary,yes,0,yes,no,unknown,16,5,89,2,-1,0,unknown,no
36,services,married,secondary,no,279,no,no,unknown,16,5,261,6,-1,0,unknown,no
32,admin.,married,secondary,no,193,yes,no,unknown,16,5,294,4,-1,0,unknown,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,5,343,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,305,yes,no,unknown,16,5,1245,25,-1,0,unknown,no
23,blue-collar,single,secondary,no,105,yes,no,unknown,16,5,498,2,-1,0,unknown,no
31,management,single,tertiary,no,548,yes,no,unknown,16,5,148,4,-1,0,unknown,no
46,services,married,secondary,no,271,yes,no,unknown,16,5,134,4,-1,0,unknown,no
31,services,married,secondary,no,246,yes,no,unknown,16,5,230,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,5,192,32,-1,0,unknown,no
52,self-employed,married,secondary,no,1066,yes,no,unknown,16,5,65,3,-1,0,unknown,no
38,blue-collar,married,primary,no,-326,yes,no,unknown,16,5,237,3,-1,0,unknown,no
38,blue-collar,single,primary,no,1465,yes,no,unknown,16,5,239,2,-1,0,unknown,no
60,unemployed,married,primary,no,26,yes,no,unknown,16,5,196,6,-1,0,unknown,no
42,management,single,tertiary,no,10561,no,no,unknown,16,5,243,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,68,yes,yes,unknown,16,5,393,2,-1,0,unknown,no
53,technician,divorced,tertiary,no,647,yes,no,unknown,16,5,512,6,-1,0,unknown,no
35,admin.,single,secondary,no,368,yes,no,unknown,16,5,218,3,-1,0,unknown,no
45,admin.,married,secondary,no,-183,yes,no,unknown,16,5,215,3,-1,0,unknown,no
57,retired,married,primary,no,70,yes,yes,unknown,16,5,186,5,-1,0,unknown,no
41,technician,married,primary,no,141,yes,no,unknown,16,5,299,4,-1,0,unknown,no
44,blue-collar,married,primary,no,75,no,no,unknown,16,5,107,3,-1,0,unknown,no
56,blue-collar,married,unknown,no,22,yes,no,unknown,16,5,103,7,-1,0,unknown,no
46,services,married,secondary,no,9,no,no,unknown,16,5,297,4,-1,0,unknown,no
34,blue-collar,married,primary,no,695,yes,yes,unknown,16,5,1064,4,-1,0,unknown,yes
51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,5,24,4,-1,0,unknown,no
27,services,single,secondary,no,-20,no,no,unknown,16,5,757,6,-1,0,unknown,no
31,self-employed,single,secondary,no,532,yes,no,unknown,16,5,90,7,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,no,unknown,16,5,59,5,-1,0,unknown,no
25,management,single,tertiary,no,99,yes,yes,unknown,16,5,102,4,-1,0,unknown,no
48,management,married,unknown,no,54,yes,no,unknown,16,5,293,7,-1,0,unknown,no
37,management,single,secondary,no,792,yes,no,unknown,16,5,1187,4,-1,0,unknown,yes
35,blue-collar,married,primary,no,378,yes,no,unknown,16,5,427,3,-1,0,unknown,no
58,self-employed,married,tertiary,no,8014,yes,no,unknown,19,5,65,3,-1,0,unknown,no
47,blue-collar,married,unknown,no,584,yes,no,unknown,19,5,79,19,-1,0,unknown,no
58,retired,married,primary,no,331,yes,no,unknown,19,5,145,4,-1,0,unknown,no
36,management,married,secondary,no,122,yes,no,unknown,19,5,39,7,-1,0,unknown,no
38,blue-collar,married,secondary,no,660,yes,yes,unknown,19,5,105,2,-1,0,unknown,no
27,admin.,single,secondary,no,276,yes,no,unknown,19,5,311,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,5,179,4,-1,0,unknown,no
47,blue-collar,single,secondary,no,15,yes,no,unknown,19,5,62,2,-1,0,unknown,no
26,admin.,single,secondary,no,-326,yes,no,unknown,19,5,128,3,-1,0,unknown,no
29,services,single,secondary,no,2099,yes,yes,unknown,19,5,171,2,-1,0,unknown,no
60,management,divorced,tertiary,no,2589,yes,no,unknown,19,5,134,2,-1,0,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,19,5,594,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,474,yes,no,unknown,19,5,55,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,294,yes,no,unknown,19,5,66,2,-1,0,unknown,no
50,management,divorced,primary,no,-6,yes,no,unknown,19,5,92,2,-1,0,unknown,no
41,blue-collar,married,primary,no,865,no,yes,unknown,19,5,19,5,-1,0,unknown,no
26,technician,divorced,secondary,no,379,yes,yes,unknown,19,5,501,3,-1,0,unknown,no
43,management,married,primary,no,8167,yes,no,unknown,19,5,114,2,-1,0,unknown,no
46,management,married,primary,no,357,yes,yes,unknown,19,5,221,2,-1,0,unknown,no
54,services,married,secondary,no,2431,yes,no,unknown,19,5,221,4,-1,0,unknown,no
46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,5,374,6,-1,0,unknown,no
46,blue-collar,married,primary,no,7934,yes,no,unknown,19,5,123,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,1261,no,no,unknown,19,5,166,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,5,37,1,-1,0,unknown,no
58,retired,married,primary,no,196,yes,no,unknown,19,5,35,1,-1,0,unknown,no
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,5,668,7,-1,0,unknown,no
38,services,married,secondary,no,497,yes,yes,unknown,19,5,88,5,-1,0,unknown,no
57,services,divorced,primary,no,1920,no,no,unknown,19,5,77,2,-1,0,unknown,no
54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,5,312,1,-1,0,unknown,no
40,management,single,tertiary,no,2784,yes,no,unknown,19,5,181,1,-1,0,unknown,no
44,services,married,secondary,no,556,no,no,unknown,19,5,134,3,-1,0,unknown,no
55,technician,married,secondary,no,517,yes,yes,unknown,19,5,61,4,-1,0,unknown,no
40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,5,258,1,-1,0,unknown,no
42,management,divorced,tertiary,no,0,no,no,unknown,19,5,131,2,-1,0,unknown,no
48,technician,married,secondary,no,522,yes,no,unknown,19,5,71,1,-1,0,unknown,no
52,admin.,divorced,secondary,no,-342,no,no,unknown,19,5,153,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,43,yes,no,unknown,19,5,405,3,-1,0,unknown,no
60,admin.,married,secondary,no,12210,yes,no,unknown,19,5,256,1,-1,0,unknown,no
51,services,married,primary,no,8806,yes,no,unknown,19,5,131,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,5,219,1,-1,0,unknown,no
44,entrepreneur,married,secondary,yes,-848,yes,no,unknown,19,5,468,1,-1,0,unknown,no
33,admin.,married,secondary,no,0,no,no,unknown,19,5,326,2,-1,0,unknown,no
43,technician,married,secondary,no,674,yes,yes,unknown,19,5,412,1,-1,0,unknown,no
46,services,divorced,secondary,no,778,yes,no,unknown,19,5,579,1,-1,0,unknown,no
43,services,married,secondary,no,384,yes,yes,unknown,19,5,277,3,-1,0,unknown,no
50,services,divorced,secondary,no,256,yes,no,unknown,19,5,316,2,-1,0,unknown,no
41,admin.,single,secondary,no,1020,yes,no,unknown,19,5,882,1,-1,0,unknown,yes
50,services,married,secondary,no,1463,yes,no,unknown,19,5,380,1,-1,0,unknown,no
50,services,divorced,secondary,no,761,yes,no,unknown,19,5,169,1,-1,0,unknown,no
40,admin.,married,secondary,no,1380,yes,no,unknown,19,5,127,1,-1,0,unknown,no
30,blue-collar,single,primary,no,71,yes,no,unknown,19,5,122,6,-1,0,unknown,no
44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,5,83,4,-1,0,unknown,no
51,technician,single,secondary,no,4089,yes,no,unknown,19,5,318,1,-1,0,unknown,no
40,blue-collar,married,primary,no,3736,yes,no,unknown,19,5,29,3,-1,0,unknown,no
38,blue-collar,married,primary,no,2407,yes,no,unknown,19,5,218,1,-1,0,unknown,no
52,technician,married,secondary,no,1781,yes,no,unknown,19,5,144,2,-1,0,unknown,no
49,technician,married,secondary,no,4667,yes,no,unknown,19,5,130,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,2,yes,no,unknown,19,5,429,1,-1,0,unknown,no
39,admin.,married,tertiary,no,259,yes,no,unknown,19,5,27,1,-1,0,unknown,no
43,admin.,single,secondary,no,445,yes,no,unknown,19,5,546,2,-1,0,unknown,no
32,services,married,secondary,no,132,yes,yes,unknown,19,5,343,2,-1,0,unknown,no
55,management,divorced,unknown,no,2,yes,no,unknown,19,5,95,1,-1,0,unknown,no
55,services,married,secondary,no,283,yes,no,unknown,19,5,156,1,-1,0,unknown,no
42,management,divorced,secondary,no,830,yes,no,unknown,19,5,112,1,-1,0,unknown,no
26,technician,single,tertiary,no,75,yes,yes,unknown,19,5,351,1,-1,0,unknown,no
54,services,married,secondary,no,158,yes,no,unknown,19,5,198,1,-1,0,unknown,no
34,blue-collar,married,primary,no,46,yes,yes,unknown,19,5,165,1,-1,0,unknown,no
46,management,married,tertiary,no,4301,yes,yes,unknown,19,5,134,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,815,yes,no,unknown,19,5,268,6,-1,0,unknown,no
49,management,married,tertiary,no,128,yes,no,unknown,19,5,298,1,-1,0,unknown,no
59,blue-collar,divorced,primary,no,457,yes,no,unknown,19,5,63,1,-1,0,unknown,no
57,management,married,primary,no,0,no,no,unknown,19,5,455,1,-1,0,unknown,no
27,technician,married,secondary,no,374,yes,no,unknown,19,5,188,2,-1,0,unknown,no
38,services,married,secondary,no,3259,yes,no,unknown,19,5,241,1,-1,0,unknown,no
41,services,divorced,secondary,no,-19,yes,no,unknown,19,5,201,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,316,yes,no,unknown,19,5,27,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,398,yes,no,unknown,19,5,206,1,-1,0,unknown,no
32,unemployed,married,secondary,no,2996,yes,no,unknown,19,5,68,1,-1,0,unknown,no
47,admin.,married,secondary,no,292,yes,no,unknown,19,5,82,3,-1,0,unknown,no
57,management,married,tertiary,no,5431,yes,no,unknown,19,5,97,2,-1,0,unknown,no
38,services,single,tertiary,no,323,yes,no,unknown,19,5,138,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1312,yes,no,unknown,19,5,285,2,-1,0,unknown,no
43,blue-collar,married,primary,no,953,yes,no,unknown,19,5,135,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,5,no,no,unknown,19,5,268,3,-1,0,unknown,no
28,technician,single,secondary,no,213,yes,no,unknown,19,5,267,1,-1,0,unknown,no
38,admin.,married,secondary,no,976,yes,yes,unknown,19,5,382,2,-1,0,unknown,no
45,blue-collar,married,primary,no,970,yes,no,unknown,19,5,208,5,-1,0,unknown,no
31,technician,single,secondary,no,87,yes,no,unknown,19,5,259,3,-1,0,unknown,no
38,technician,married,secondary,no,59,yes,no,unknown,19,5,18,1,-1,0,unknown,no
28,student,single,tertiary,no,80,yes,no,unknown,19,5,234,1,-1,0,unknown,no
40,unemployed,married,primary,no,3444,yes,no,unknown,19,5,792,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,12697,yes,yes,unknown,19,5,95,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,863,yes,no,unknown,19,5,943,2,-1,0,unknown,yes
27,management,single,tertiary,yes,0,yes,no,unknown,19,5,352,1,-1,0,unknown,no
30,technician,single,secondary,no,18,no,no,unknown,19,5,798,1,-1,0,unknown,no
53,services,married,secondary,no,33,yes,no,unknown,19,5,84,12,-1,0,unknown,no
48,blue-collar,married,primary,no,281,yes,no,unknown,19,5,100,3,-1,0,unknown,no
35,technician,single,secondary,no,-206,yes,no,unknown,19,5,85,4,-1,0,unknown,no
38,services,single,secondary,no,36,yes,no,unknown,19,5,143,1,-1,0,unknown,no
32,technician,married,unknown,no,1879,no,no,unknown,19,5,115,1,-1,0,unknown,no
53,blue-collar,married,primary,no,10,yes,no,unknown,19,5,73,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,77,yes,no,unknown,19,5,31,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,5,182,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,43,no,no,unknown,19,5,190,1,-1,0,unknown,no
30,blue-collar,married,primary,no,392,yes,no,unknown,19,5,351,1,-1,0,unknown,no
31,admin.,single,secondary,no,0,no,no,unknown,19,5,179,1,-1,0,unknown,no
42,housemaid,married,primary,no,14752,no,no,unknown,19,5,107,2,-1,0,unknown,no
60,admin.,married,unknown,no,738,no,no,unknown,19,5,529,3,-1,0,unknown,no
28,student,single,tertiary,no,836,yes,no,unknown,19,5,36,1,-1,0,unknown,no
46,blue-collar,single,primary,no,2851,yes,no,unknown,19,5,122,2,-1,0,unknown,no
40,technician,married,tertiary,no,296,no,no,unknown,19,5,198,1,-1,0,unknown,no
32,blue-collar,married,primary,no,1076,yes,no,unknown,19,5,67,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,25,yes,no,unknown,19,5,264,1,-1,0,unknown,no
20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,5,238,3,-1,0,unknown,no
41,services,single,secondary,no,197,yes,no,unknown,19,5,112,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,5,21,2,-1,0,unknown,no
49,blue-collar,married,primary,no,284,yes,no,unknown,19,5,81,1,-1,0,unknown,no
29,blue-collar,single,tertiary,no,1012,yes,no,unknown,19,5,496,3,-1,0,unknown,no
57,admin.,divorced,secondary,no,4378,yes,no,unknown,19,5,78,3,-1,0,unknown,no
49,technician,married,secondary,no,2718,no,no,unknown,19,5,114,2,-1,0,unknown,no
42,entrepreneur,single,primary,no,103,yes,no,unknown,19,5,156,5,-1,0,unknown,no
28,blue-collar,married,secondary,no,1827,yes,no,unknown,19,5,211,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,41,yes,no,unknown,19,5,265,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,484,yes,no,unknown,19,5,48,2,-1,0,unknown,no
29,services,single,secondary,no,146,yes,no,unknown,19,5,104,2,-1,0,unknown,no
26,technician,single,secondary,no,3,yes,no,unknown,19,5,610,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,259,yes,no,unknown,19,5,287,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,830,yes,no,unknown,19,5,68,2,-1,0,unknown,no
45,services,divorced,primary,no,242,yes,no,unknown,19,5,336,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,0,yes,no,unknown,19,5,202,1,-1,0,unknown,no
31,admin.,single,secondary,no,6042,yes,no,unknown,19,5,228,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-341,yes,no,unknown,19,5,192,1,-1,0,unknown,no
34,services,divorced,secondary,no,221,yes,no,unknown,19,5,343,1,-1,0,unknown,no
24,technician,single,secondary,no,-46,yes,no,unknown,19,5,23,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-5,no,no,unknown,19,5,260,1,-1,0,unknown,no
29,management,single,tertiary,no,617,yes,no,unknown,19,5,387,1,-1,0,unknown,no
30,management,married,tertiary,no,134,yes,no,unknown,19,5,70,1,-1,0,unknown,no
61,blue-collar,married,primary,no,625,yes,no,unknown,19,5,158,2,-1,0,unknown,no
26,management,married,tertiary,no,775,no,no,unknown,19,5,35,3,-1,0,unknown,no
31,technician,single,tertiary,no,221,yes,no,unknown,19,5,145,3,-1,0,unknown,no
28,technician,single,tertiary,no,-31,yes,no,unknown,19,5,257,1,-1,0,unknown,no
31,admin.,married,secondary,no,97,yes,no,unknown,19,5,607,1,-1,0,unknown,yes
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,5,214,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,16,yes,no,unknown,19,5,127,5,-1,0,unknown,no
32,services,married,secondary,no,144,yes,no,unknown,19,5,260,11,-1,0,unknown,no
38,management,single,tertiary,no,889,no,no,unknown,19,5,197,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,-481,yes,yes,unknown,19,5,174,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,5,144,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,-754,yes,no,unknown,19,5,222,2,-1,0,unknown,no
42,services,married,secondary,no,2993,yes,no,unknown,19,5,136,2,-1,0,unknown,no
34,technician,divorced,tertiary,no,501,yes,no,unknown,19,5,546,12,-1,0,unknown,no
42,management,married,tertiary,no,365,yes,no,unknown,19,5,49,2,-1,0,unknown,no
54,retired,divorced,primary,no,477,yes,no,unknown,19,5,335,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,72,yes,no,unknown,19,5,105,1,-1,0,unknown,no
31,blue-collar,married,primary,no,2085,yes,yes,unknown,19,5,488,3,-1,0,unknown,no
34,technician,single,secondary,no,705,yes,yes,unknown,19,5,1203,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,5,1022,4,-1,0,unknown,yes
27,technician,married,secondary,no,512,yes,no,unknown,19,5,128,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,5,126,3,-1,0,unknown,no
20,student,single,secondary,no,67,yes,no,unknown,19,5,387,1,-1,0,unknown,no
54,admin.,divorced,secondary,no,912,yes,no,unknown,19,5,258,1,-1,0,unknown,no
30,blue-collar,single,unknown,no,0,yes,no,unknown,19,5,199,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,86,yes,no,unknown,19,5,364,1,-1,0,unknown,no
22,blue-collar,single,secondary,no,0,yes,no,unknown,19,5,123,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,79,yes,no,unknown,19,5,201,14,-1,0,unknown,no
44,blue-collar,married,secondary,no,87,yes,no,unknown,19,5,193,3,-1,0,unknown,no
43,management,married,secondary,no,3196,yes,yes,unknown,19,5,159,3,-1,0,unknown,no
44,retired,married,secondary,no,181,yes,no,unknown,19,5,131,6,-1,0,unknown,no
49,management,single,tertiary,no,354,yes,no,unknown,19,5,166,3,-1,0,unknown,no
27,entrepreneur,married,secondary,no,220,yes,no,unknown,19,5,480,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,5,149,4,-1,0,unknown,no
41,management,married,tertiary,no,4357,yes,no,unknown,19,5,110,1,-1,0,unknown,no
28,entrepreneur,single,unknown,no,1306,yes,no,unknown,19,5,396,3,-1,0,unknown,no
